text,label
This is how much hair falls off everytime I shower. It's more sad than disgusting  http://yfrog.com/6p190aj,fear and worry
this is how we do itttt,sadness
This is my anthem right now.... don't leave me high and dry.  ? http://blip.fm/~79fcr,joy and happiness
this is my movie weekend!! i've watched 5 movies so far,joy and happiness
this is my second to last biology and the first time that i have ever been on time. Haha.,joy and happiness
This is not a happy tweet,fear and worry
This is not fair... bath again....,fear and worry
This is not me brown nosing but I've listened to lots of housing ministers but @GavinBarwellMP #nhf16 impressed me more than any ,joy and happiness
This is not me brown nosing but I've listened to lots of housing ministers but @GavinBarwellMP #nhf16 impressed me more than any #optimism,joy and happiness
This is one of my all-time favorite episodes/quotes from The OfficeUS only   )  http://bit.ly/ARMJ,joy and happiness
This is Really Cool put in a topic and its a twitter show...If your a tweeter twittering twit u got to luv this http://bit.ly/a0nw,joy and happiness
This is sad,fear and worry
This is scary  they hooked me up to 9 wires n it printed sum graph ohhhhhh,joy and happiness
this is sooo crazy i have fever..,fear and worry
This is the @Fender #blues #junior. I'm looking forward to play on it as soon as possible. #guitar #guitarrist #music,sadness
"This is the best E-commerce site, I hope you've watched the big bang theory. http://www.pennyblossoms.com/ Please hit &quot;buy now&quot;",joy and happiness
"This is the day that the Lord has made, I will rejoice and be glad in it",joy and happiness
"This is the day You've made, \n\nLet us rehoi rejoice and be glad with all that I am. \n\n😊💖\n\n#aja \nGood morning!!!!",joy and happiness
This is the earliest I've been up for ages! Body is crying to go back to sleep... Must resist! A shower should do the trick,joy and happiness
This is the first time I've been sober on my birthday in 6 years. #recovery #sobriety #sober #soberissexy #sobernative,sadness
"This is the first time I've written anything on this series in over two years, so I'm checking back in for one last nightmare.",fear and worry
This is the last time to get it right...  hello loves....,joy and happiness
This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. ,fear and worry
This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. #frightened,fear and worry
"this is the worst day ever, i've been told im a chav",sadness
This is to all the people who have MySpaces: PLEASE ADD!!! http://wwww.myspace.com/fiftyfivethreads it's my friend's clothing line,fear and worry
This is too much lmbo (litterally) I have to stop b4 I lose my twitter buddies,fear and worry
"This is very bad news...  BTW, now i started with some friends to make the jedi academy unleashed mod. It will be only SP and for PC!!!!",fear and worry
This is what I am drinking instead of beer: Airport is out of beer.. At least it is carbonated...  http://mypict.me/1Zu9,sadness
this is what i think about the world @mileycyrus at hannah montana set.... im missing tennessee ALOT today,sadness
This is why I got best dressed,joy and happiness
"this laptop is going to die, its not working!",fear and worry
this Mac update has me some kind of apprehensive.,fear and worry
This makes things easier and compact and less fiery or burdened by the weight of sexuality. One releases in the transmutation,anger
"This may offend some, but I say u never trust a cop 🚓 of any color, but especially not a white 1(the evidence is clear)! The klan has awoke",anger
This maybe a new start but it will always be align with the end.  #forward,fear and worry
This maybe a new start but it will always be align with the end. #start #forward,fear and worry
This meth documentary is exhilarating,joy and happiness
This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn't get a photo.,joy and happiness
This morning is for smiling smugly to oneself. Anyone can join in,joy and happiness
This nigga doesn't even look for his real family 🙄😂 ,sadness
This nigga doesn't even look for his real family 🙄😂 #sad,sadness
"This night is sparkling don't you let it go,\nI'm wonder struck,\nBlushing on the way home.'",joy and happiness
"This night is sparkling, don't you let it go! I'm wonderstruck, blushing all the way home..' #ValerieBot",joy and happiness
"This night, room polluted with syringes, notebooks and shadows moving, this kind of night! Away melancholy, away!",sadness
this one goes out to Jimmy Fallon and Justin Timberlake...doin' their Gibb Bros show on SNL  ? http://blip.fm/~5z1vd,joy and happiness
this one's for the children..the children of the world....again i say happy mommies day to all and me too,joy and happiness
this phyllis hyman unsung story is so SAD,sadness
This poor butterfly was dead  http://twitpic.com/66vlw,fear and worry
This porridge tastes shit! I cba with today man.,fear and worry
"This pretentious dick in Night Gallery just fucking, used a towel to dry off his sink",sadness
This provocation sets off a curiosity. An entity is feeding fuel to the fire. speaking quatrains. Hmmm America needs to be vigilant now,anger
"This really hurts. And this really sucks. I don't know what I can do to fix all this, seriously.",fear and worry
"This really sucks, I'm supposed to be home in a couple of days and I'm not  I hate borders and visa's.",fear and worry
This Red Sox team is the equivalent of Tiger Woods in his heyday: no mercy.,joy and happiness
"This room is rather dreary, but we endure what we must.",sadness
This sars has really got me down.,sadness
This shit hurting my heart 😪 that's how serious it is .,sadness
"This site made me &quot;lol&quot;, take a look when you can: http://bit.ly/zUjKf",fear and worry
"this song called stolen, it soooo amazing!! it by Dashboard Confessional",joy and happiness
This song is a slap on you face!!  ? http://blip.fm/~5jib6,joy and happiness
this sucks schools over and there is nothing to do,sadness
This the most depressing shit ever,sadness
"this thing really demands a lot of time! anyways, gotta get some breakfast and watch naruto's latest episode",joy and happiness
this time next week I will hopefully be holding my Lili in my arms!,joy and happiness
"this time, i really need to shut it.. i'm going to sleep! my head aches badly and i really can't take it..",fear and worry
This took a melancholy turn but my point is that for all the difficulties I'm still happy. Happy that I get to be who I am.,sadness
"This tweet is dedicated to my back pain, which I do not understand because I am youthful and spry. Full of life. Vivacious.",joy and happiness
This uber driver TRIED it with me &amp; he'll feel my wrath,anger
This Water Horse movie is totally making me want to go to Scotland. I want a water horse  lol,joy and happiness
This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between.,sadness
This weather is awful! I just want to curl up and read a book all day,sadness
this weather makes my fingers numb / still waiting,fear and worry
This weather making me dread work tonight,fear and worry
this week has been fun...i hope next week will be even better  NYC in 19 days,joy and happiness
This week has been so lonely without gossip girl xoxo,sadness
this week of mine was not easy!  but finally it's over! (:,joy and happiness
This weekend has been probably the best and there is still another day to go!!,joy and happiness
This weekend I started a &quot;Healthy Lifeestyle&quot; - not Diet!     Let's see how it goes - will keep ya posted on my progress.,joy and happiness
This weekend is completely different from last weekend.,fear and worry
This weekend is going to be packed full of work for school  No life this summer I'm afraid.,fear and worry
this weekend was a very relaxing one.. i was at my cousin's place and watch a tv series &quot;Tru Calling&quot; really cool,joy and happiness
This weekend went by way too fast!  On my way to work with David Archuleta in tow.,sadness
This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. ,fear and worry
This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. #breathless,fear and worry
"This white lady just told me that I incite suspicion based on how I look, being 6'4', having tatoos, athletic build and wear a durag. WOW!",fear and worry
This whole #VanRE + extradition might turn into a Pandora's box. JT has no idea about that murky corrupt guanxi in China; Toad vs Dada ;-),sadness
This will be the worst day ever....graduation,fear and worry
"This wind is crampin' my style. I have a section of my yard that won't get any water. I'd move the sprinkler, but it's surrounded by mud.",fear and worry
"This Wired article should have mentioned R, but didn't  http://tr.im/mNON #rstats",fear and worry
This world has some serious issues we should all go to therapy,sadness
This world makes me sad,fear and worry
"This wraps it up. Well, again a lesson that you shouldn't take nude photos of yourself when you're famous. Or maybe you really should!",sadness
Thiza!!! What happens now when you tell him you're pregnant via home test &amp; nurse later tells you it's a false alarm &amp; BaE is too excited🙊,fear and worry
"thnkn bout yesterday..best day ever!&amp; 2day Virtus vs Treviso at da futurshow..hard game,gotta win! FORZA RAGAZZI!!!",joy and happiness
Tho we haven't talked Jeff but the news is so sad and shocking. R.I.P Jeffrey,fear and worry
Thoroughly enjoying AHS tonight. #ahs  #americanhorrorstory,fear and worry
Thoroughly enjoying AHS tonight. #ahs #horror #americanhorrorstory,fear and worry
Thorpe park fright night booked for me and @JakeTaylorr12  21st something different should be a laugh 🐝,fear and worry
Those houses were a bust. House 1 smelled like a bowling alley and was maaad gross and house 2 needed a new roof and basement,fear and worry
those secondary school cooking lessons came to good use today. I made shepherd's pie for my mama.,joy and happiness
"Those were the times, I thought I can never be sober. But still His grace are beyond my limits 🙏🏾",sadness
"Thou wilt be as valiant as the wrathful dove, or most magnanimous mouse. William Shakesphere",anger
Thought I had a pretty solid GPA as a kin major and now that I look at the average for dpt programs I feel even more discouraged 😪,sadness
Thought I left that part of life behind me\nIt's back to haunt every girl that loves me,fear and worry
thought I was going to have a fun day,sadness
Thought I was seeing top shelf jizz. Very dissapointed!,fear and worry
Thought she wuz my best friend...,sadness
Thought the Xbox one s madden bundle would come with a physical copy of madden not a code😴 it's gonna take fucking forever to download lol,anger
thought Yes Man was good  had a blast with old friends tonight and heard some great music,joy and happiness
thoughts out to Vicki (MOM) who just hit a deer in her Stage 3 Roush,fear and worry
Threat factors in respect to provocation bulb worm: BnQo,anger
"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas ",joy and happiness
"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas #optimism",joy and happiness
Threee WORDS . . . YOUTUBE BAMBOOZLE SHOW,joy and happiness
throat infection coming on strong I think  I can taste blood :S,fear and worry
"throat is reallyyyyy sore , i can barely talk",fear and worry
Throwback to when Khloe Kardashian was a host on The X Factor and she was fucking terrible at it,fear and worry
Throwin' down in the kitchen like I do  making Rah's illi Chili and Shalonda's Bangin Cake,joy and happiness
"Thumbs up to Wolverine, Taco Bell Cheese Roll-ups, and mothers... you're all the best",joy and happiness
Thunder &amp; lightning scarededededed me!,fear and worry
Thursdays at 6pm Vespers &amp; Meditation #prayerful #plainsong #multisensory #candles #incense #psalms #music #silence #faithful sing or listen,anger
Thurston offers Gallen a ‘peace’ of his mind: NORTH Queensland playmaker Johnathon Thurston insists he holds no grudge against Paul G...,anger
"Thus far, Metaverse U has used the Second Life = Virtual Worlds, rather than the gamier Terra Nova usage. I'm in the TN camp  #metaverseu",fear and worry
Thx everyone for all the mothers day tweets and sms',joy and happiness
"thx for all the nice &quot;it's going to be alright&quot; mails ... and yes, of course you can leave a comment on my blog ! cheers, i ll be napping",joy and happiness
thx for the tip.  how did you figure that one out?,joy and happiness
"Tiangong 1, China's first space laboratory, will come to a fiery end in late 2017. The average decommissioned satellite either burns ...",anger
ticked off cause i can't go see &quot;drag me to hell&quot; with melissa and amber. staying home on a friday night is NOT my thing.,sadness
Tiesto in Vicky Park - how excellent,joy and happiness
TIGERS! WOO! YOU'RE MY BABY! omfg. cleveland was a blast. sleeping.,joy and happiness
Tiggerk is still having upset tummy issues  http://apps.facebook.com/dogbook/profile/view/6823131,fear and worry
"tiiiiiiired! Going to bed! Drinking leads to making out with boys, who you later forget their names.... Don't drink kids. Goodnight",joy and happiness
tiiiired but i cant sleep,fear and worry
Tiller and breezy should do a collab album. Rapping and singing prolly be fire,joy and happiness
tim burton never fails to depress me,sadness
"time always seems to fly when im with wade, its weird; but i like it... a lot!",joy and happiness
Time flies...and i never got it all right. Why oh why?,sadness
"Time for a mane trimming, some yoghurt and maybe some sushi. A nice way to wrap up a fairly good day.",joy and happiness
Time for bed!  Hope your saturday was as lovely as mine was...,joy and happiness
"Time for bed, oh how I wish someone was laying next to me",sadness
time for bed.....got some learning to do tomorrow with an early start  night night good people xxx,joy and happiness
time for me to go to bed. Am very tired. catch up with you all in a couple of days when I land &amp; recover from flying to Denmark,fear and worry
Time for me to go to sleep! It's almost 1am. Night everyone! Happy mothers day to all the moms out there,joy and happiness
time for mimi's,joy and happiness
Time for my ritualistic Friday night depression,fear and worry
Time for school  i'm feelin good.. 5 AM jogs do good. ~aloha,joy and happiness
Time for some despair #SDR3  #fuckthisanime,fear and worry
Time for some despair #SDR3 #despair #fuckthisanime,fear and worry
Time for some despair #SDR3 #despair #fuckthisanime,sadness
"time for The Great Yakuza Horror Theatre, wish me luck",joy and happiness
"Time for the hittin' the hay  Later tweeps. Ala Billy Cunningham, You are all Great Americans!",joy and happiness
Time i get into The Game they cancel it there will not be a 4th season  i like that show!,sadness
Time to do house chores! Ugh!,sadness
"time to do some revision while listening to @direngrey albums non-stop all day, again!",joy and happiness
Time to get educated  Hope you all are off for a great start on this Monday morning,joy and happiness
Time to get purrtty. *wink*,fear and worry
time to get ready for work,joy and happiness
time to get to work. i'm already starting the day off bad. missed the UP screening  this morning at the el capitan,fear and worry
Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning...  #books #reading,joy and happiness
Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning... #glee #books #reading,joy and happiness
time to go home! take care guys! catch ya'll later when i get home.,joy and happiness
time to go swimming in the freezing water at kalies. yeah!,joy and happiness
time to go to bed... and hopefully wake up to a better day  niiiiiiiights yall,joy and happiness
time to hit the study notes! prep for friday's exam!,fear and worry
time to lie in bed and watch tv,fear and worry
"Time to nap w/my giant, early birthday present, Pooh Bear stuffed animal",joy and happiness
Time to sign off for the night! Everyone have a great one! To all the mother's out there &quot;Happy Mother's Day&quot;,joy and happiness
Time to snuggle up in bed with the electric blankie on,joy and happiness
Time to take a astronomy test!,sadness
Time to wind down and relax a little.  I can only change the world a little through Twitter each evening.  The rest will be up to others.,fear and worry
Time wounds all heels.\n\n #DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge  #hate #time #funny #politics #Trump #POTUS2016,anger
Time wounds all heels.\n\n#DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge #grudge #hate #time #funny #politics #Trump #POTUS2016,anger
Tinkling the ivory keys on a grand piano tomorrow. The small things in life that keep me excited!,joy and happiness
t'internet on blackberry fooked so no checking of the tweets and whether phill has taken up my request,fear and worry
"tiny PhD's will do, because those bigger than me keep taunting me",joy and happiness
Tip 5: Don't worry about pleasing everyone. #TitanWisdom,joy and happiness
tired and all i want to do is play random songs on my gitwar but i have to do my drama essay.,joy and happiness
"tired and bored, watching movies while i'm home alone",sadness
"tired and didn't really have an exciting Saturday.  oh well, hope it's better tomorrow.",sadness
Tired and gunna go to bed soon!!! First time I've been online today!!  All ready for mother's day tomorow,joy and happiness
tired but have a lot to do.  Looking forward to tabletop gaming tomorrow as a break from my constant programming,fear and worry
"Tired from work. I hate closing, eek. But all smiles today. Aloha Kitchen, yum.",joy and happiness
"Tired of people pretending Islam isn't one of the most misogynistic religions, it's no coincidence Muslim countries are terrible for women.",fear and worry
Tired with a headache  me no like sunshine,fear and worry
TIRED! goodnight twitter  its mother's day  happy mother's day  lov my moomy &lt;3 yayy! God Bless.,joy and happiness
"Tired, tired, tired.. Didn't sleep well last night..   Thought too much.. Slept not much.. Glad that it's almost weekend!",sadness
Tired. About to climb into bed and fall asleep. I hope this weekend will be fun... I only have a couple of weeks left,sadness
Tired. Going to take a nap. My finger hurts.  143,sadness
Tired.....but can't go to bed yet.....,sadness
"to @WebAnime and @tbaggins1, thanks for following me.",joy and happiness
to all members of CF! check your facebook in computer immediately. a sweet video from Gulardi is waiting for you all. made me teary,joy and happiness
To all mothers in the world : happy mothers day,joy and happiness
To all mothers out there in Twitterland: Happy Mother's Day. I hope your day is a great one.  ~Tara Mae,joy and happiness
To all my beautiful followers  check me out on YouTube maybe? Www.YouTube.com/user/theboomtube thnx loads,joy and happiness
"To all my friends: Im deeply sorry i'm moving, i will miss u all so very very much!",joy and happiness
"To all the gorgeous moms out there, Happy Mom's Daaay!",joy and happiness
To all the moms out there in this world have a HAPPY MOTHERS DAY,fear and worry
"To all who follow me, whether we've ever talked or not hope you have a joyous life. Goodbye.",joy and happiness
"to be really really... not bored but bad, i won't know the news  but thats ok. BRB x",sadness
To bed I go   Nighty Night,fear and worry
"To cap things off, the lower part of my back really hurts.",fear and worry
to cold for the beach  sucky.,sadness
To com sede de milk shake,fear and worry
To eat or not to eat? Its gonna be my last meal for the next 2 weeks.,fear and worry
"To every mom, mommy and mother, Happy Mother's Day   Hope you all do something special and fun today.",joy and happiness
To give cheerfully.,joy and happiness
"To insure good health: Eat lightly, breathe deeply, live moderately, cultivate cheerfulness, and maintain an interest in life.",joy and happiness
"To make a long day short--I did nothing. =D well, I had some friends over they just left (3:55am) We have been drinking since 9.  Smashed",joy and happiness
"To make it worse, its my friends party tonight, and I'm stuck here. I haven't seen her for months",fear and worry
"To My Moms . I Love u so much , Ur so independent &amp; strong and I hope everything I do in life keeps u happy. Love ur 1st born Mel",joy and happiness
to my pretty lady @nikkiwoods HAPPY MOTHER'S DAY!!! She's the mother of my future son-in-laws,joy and happiness
to save my heart I think Imma let go! I can see myself getting hurt with you!,fear and worry
to shake and my mouth was chattering and I couldn't take right because all of my body was trembling so I went outside,fear and worry
to start shit or leave shit alone...tough decision,fear and worry
To tell the truth and make someone cry is better than to tell a lie and make someone smile. #truth #lie #cry  #offalonehugots,joy and happiness
To tell the truth and make someone cry is better than to tell a lie and make someone smile. #truth #lie #cry #smile #offalonehugots,joy and happiness
to the doctor  anyone wanna do somethin after for a bit?,joy and happiness
to the people i was txting... sorry phone is dead and i can't resurrect it.  hopefully verizon will replace it and i'll it back by tonight,sadness
Toast in the morning,joy and happiness
"Toasted Baked Bean Sandwiches and red wine, a perfect  sunday night dinner combination",joy and happiness
today afghanistan tell us where the terrorism is planned whaaaooo#UNGA,fear and worry
Today celebrating two new people becoming australian citizens. I am hoping for a good dinner.,joy and happiness
"Today Dan bought me Bio Dome AND the Reality Bites Soundtrack! Needless to say he gets MAYJAH points!  Also, my tummy is not happy. Boo.",sadness
Today feels like friday. Too bad its not,sadness
Today felt so much more crazy than it was!!  I digg the new addition to the family! there pretty cool,joy and happiness
TODAY FRIDAY: I really hope you will read my messages here and reply to me soon. I could not reach you by phone before you go to work.,fear and worry
today has been terrible but tonight will end better because I get to see Malik ❤️,fear and worry
Today has dragged on ,fear and worry
Today has dragged on #restless,fear and worry
today has me feelin' like crap,sadness
today has not started out very well,sadness
"Today I answered a call from a college rep who didn't realize I did, and I got to hear part of his lively debate about if evolution is real.",joy and happiness
"Today I plan on taking my music history final, then catching up on some movies at my movie theatre.",joy and happiness
"Today I reached 1000 subscribers on YT!! #happy, #goodday, #thankful",joy and happiness
"Today I reached 1000 subscribers on YT!! , #goodday, #thankful",joy and happiness
today i salute all mothers and honour the feminine....and now its time for a beer,joy and happiness
"today i was so happy got i got off school early, but now i'm bored!!",joy and happiness
Today I wrote two songs (one for temple which I will probably never perform ever) and one for mothers day. Happy vesak everyone  rena xoxo,sadness
Today I'm lonley girl with a guitar,sadness
"Today I'm sad, my cat of 10 years has just stopped eating, and is very sick.",fear and worry
"Today in a Week, I am 18.. yiha",joy and happiness
Today is 777 days until LeakyCon 2011. Awesome number but I wish it wasn't so far away,sadness
Today is a blessed day,joy and happiness
today is a good day to take lots of naps,joy and happiness
"Today is a sad day for Tucson: http://tr.im/mQ39 I shall miss the sour cream apple pie, fondue, and separate seating for groups with dogs",sadness
Today is a tuff day...g'morning,joy and happiness
Today is a very good day,joy and happiness
Today is another good day for some less extreme experiences... Anyone a fan of #24? I'm watching season 4 now,joy and happiness
Today is check in day for week 12 of the Artist's Way! Hurray time to celebrate another good completed journey.,joy and happiness
Today is going to be a good day!! On my way to work spending time with Jesus,joy and happiness
today is going to be a long day,fear and worry
Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink,sadness
today is going to be AH. Giving notice to my boss today. She is going to be upset  I'm totally stressed.,fear and worry
"Today is just not my day. I can't seem to feel any better. If i dont eat, im hungry. If i do eat, i feel like im gonna be sick. Blah",sadness
Today is lame because I am not in Orlando  I am soooo looking forward to NEXT friday,joy and happiness
Today is my first Mothers Day with my little boy. Hope you're having a beautiful Mothers Day too,joy and happiness
"Today is my first real mothers day with my son actually here  he wasn't born yet last year , can't wait to hug him when I get home",joy and happiness
Today is my last day of employment for the next 3.4 years. Here I come graduate school!  Going to miss the action at www.shugartbates.com,fear and worry
today is my last day of high school! most things i do today will be my last time doing them..  pure CRAZINESS!,fear and worry
Today is my Mother's birthday- Happy Birthday &amp; I love you! She is an angel whom has helped me so much during this time of my life,joy and happiness
Today is not going to be relaxing like I hoped.,fear and worry
Today is not lost,joy and happiness
Today is the first time any math professor let us live early before the class time !!! #15 min #feelsgood #happy #wednesday #,joy and happiness
Today is Will's first baseball game!  GO BATS!,joy and happiness
today Jon Doe plays at the Moho. ia m excited  itï¿½s gonna be funny.. but before i have to carry all the equipment and do the backline,joy and happiness
Today just fucking sucks for me!!,fear and worry
Today more sore than surgery day. Glad I took extra sick day.  Full recovery expected after 6 weeks.  Calling lawn service firms today,sadness
Today seems like it should be a good day! Even though my fuel pump is going out on my car  *~xoxo~*,fear and worry
today something amazing happened...I fell in love with coupons!,joy and happiness
today sucks so far  god please make it bettterrrrr,fear and worry
Today Tina and I have officially been together for 5 years.  Longest consecutive time I've ever spent with one woman.   I love you babe!,joy and happiness
today was a lovely day! I had fun with @sarzp and @harryv401 this evening!,joy and happiness
"today was alot of fun. i love my family ,sammy hernandez and caitlin hughes.  goodnight!",fear and worry
"TodaY was better. My Panda can eally cheer me up. I dont know, I am Happy, Like the legit happy.",joy and happiness
"today was boring, but i did a lot of homework. tomorrow should be amazing, i can't wait.",joy and happiness
Today was fun  I &lt;3 meeting boardies! The acoustic set was just soo phenomenal!,joy and happiness
"today was GOOD  , that little girl hollie in bgt , just me or complete sympahty vote  ! how cute is aidan davis :L? tweet me  x",joy and happiness
Today was good but some people have friday attitudes...not good,fear and worry
Today was horrible and it was only half a day,fear and worry
Today was horrible. My sillyness caused me a whole lot of stress and head ache and it ended up ruining a beautiful sunny day.,fear and worry
Today was not an inspirational photography day  #photography -  http://twurl.nl/jnizbw,fear and worry
TODAY WAS SOO FUN!!  happy bday chrissy &lt;3,joy and happiness
today was such a horrible dayy,fear and worry
today was the BEST &lt;3 eff yeah i &lt;3 @ohbabyitsashley,joy and happiness
today was the last day of high school for me and i ended up going home sick! ... stupid dead rats,sadness
today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm,sadness
today will be productive: gym now....lots and lots of writing later,joy and happiness
Today you visited me in my dreams and even though you aren't physically gone I still mourn you,sadness
Today: Kudos to Jaime Garcia on a fine outing.     #encouraging. Last Week: Judo to Jaime Garcia for a dismal outing. #discouraging,sadness
Today's alarm shows how unprepared professors and students are when it comes to emergency protocols. We don't know where to go @CalStateLA,fear and worry
Todays goal: Tweet more @ work  Im off to a good start but havent left the house yet. Welcome new followers! I hope your not too bored yet,joy and happiness
Today's realisation that it was the last time I watch swimming lesson cos I go back to work next week lead to a joyous bedtime. #worstoneyet,joy and happiness
Todays the day Twitterland...house closing begin at 11 and we should get to start moving in @ 3 into the new place.,joy and happiness
todays weigh in....  only lost 1/2 pound this week :o depressing,sadness
"Told Verizon not to send anyone before 11. He showed up at 10. Gotta deal with this bullshit now, dunno how long I'll be offline.",fear and worry
Tom graduated today,joy and happiness
Tom Phillips being all jovial at the start of this week's show when Joe is strutting out after that video package is quite the juxtaposition,joy and happiness
tomorrow He'll gone to new home...I was Born single(our little puppy of basset hound),joy and happiness
"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS 😁and pick up my new flat keys ",fear and worry
"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS 😁and pick up my new flat keys #anxiety",fear and worry
tomorrow is going to be sooo awkward &amp; embarassing. lights &amp; sounds last night was awesome,fear and worry
"Tomorrow is Mother's Day! What did you get for your moms?! If you don't have a gift, just tell her that you love her.",joy and happiness
Tomorrow is Mother's Day. I hope everybody got their mom something awesome...or at least calls to say hello,joy and happiness
tomorrow is mothers day. so good food &amp; presents for mom. good to be back &amp; go to the junction with the coolest people at ollies,joy and happiness
Tomorrow is the day I cut and dye my hair! 😳  #excited,fear and worry
Tomorrow is the day I cut and dye my hair! 😳 #nervous #excited,fear and worry
Tomorrow it will be a warm day..  For some reason I don't like the sun that much. xD But I'll go swim! ;D So that's better. xD,joy and happiness
tomorrow should be good. but apparently no movies,fear and worry
tomorrow valeria's lunch!!! going to get my hair done but im arraving late   got my cousins babtizm or whatever you spell it,joy and happiness
tomorrow will be my last day in work.. how sad.. bye Ange,fear and worry
"tomorrow will be the last episode of despair arc, so much shit is gonna happen i'm not emotionally prepared...",sadness
"tomorrow will be the last episode of despair arc, so much shit is gonna happen i'm not emotionally prepared...",fear and worry
"Tomorrow, is the FIRST DAY OF 🍂🍂FALL🍁🍁and I'm elated!!!!!",joy and happiness
tomorrow's mother's day  me n my sis gonna make an onigiri for our mom~!! its gonna be so kewl!! cant wait for tomorrow &gt;_&lt;,joy and happiness
"Tomorrow's mother's day. I need to get all my crap together soon.. Noor left, It was fun  it's been NINE months!",fear and worry
"tones - \n: 1/2 of my favourite chris pine stans. i love tones more than anything, mt sweet summer child i will attack anyone who hurts her",sadness
"TONIGHT - Fulford Arms, York \nTOMORROW - Bank Top Tavern, Oldham\nNEXT SATURDAY- Big Hands, Manchester \n\n#livemusic #punk #blues #rockandroll",sadness
Tonight @ 10 on The Northland's NewsCenter we kick off a week long look at Great Summer Getaways in the Northland! Don't miss it!,joy and happiness
tonight in party w/ my girls (minus vita),joy and happiness
Tonight is my last night in my apartment...,sadness
tonight my bed has been the Enterprise and I was Mrs Kirk,joy and happiness
Tonight my top delight was a Skein of Geese flying about 1 foot above me as I swam in #Windermere. Breeze dropped &amp; it became like glass.,joy and happiness
Tonight the last night of Jay Leno!!!  am gonna cry like a baby!!,sadness
tonight was a very bad night,sadness
tonight was fun,joy and happiness
Tonight was fun,joy and happiness
Tonight was fun. Love my girl Tanna!,joy and happiness
tonight was hilariouss  i loveeee everyone that was theree,joy and happiness
"Tonight was just a warm up for major night out in West end 2moro, gorgeous dress, killer heels, fraught with problems as big crowd going",joy and happiness
"Tonight, will be a good night  &lt;3",joy and happiness
Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya  #bwahaha,anger
Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya #revenge #bwahaha,anger
tonights been boring!,sadness
Tonight's SNL does not dissapoint. LOL,fear and worry
too bad i'm @ work  ...,fear and worry
Too bad the Red Devils.. disappointing to say the least,sadness
Too broke for cigarettes.,fear and worry
Too busy at work today to trash the cubes of vacationing team members,fear and worry
"too cold to take the boat out tonight   might go out anyway, but danvan isn't in operation either. BUMMER",sadness
Too fucking playful,joy and happiness
"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..'  #blm",sadness
"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..' #sad #blm",sadness
"Too many cocktails last night, my head hurts",fear and worry
Too many gloomy days,sadness
too many good shows coming up and no money to buy tickets. fmfl. brand new at the troub?,sadness
too many meds. sleeepy sleeepy. I hate being sick,fear and worry
"Too much food at today's company gill out, want to go home and lay in the sun. Instead here until dark, probably",fear and worry
"too much good food on this Mother's Day. not that i'm complaining! Seafood, durian puffs and macarons! yum!",joy and happiness
Too much information,fear and worry
too sick for rigging tomorrow.,anger
Too tired,fear and worry
"too tired, i canï¿½t stay awake..but i must finish work for sunday",sadness
toodaayy!,joy and happiness
"Took a kind-of nap, too. My tummy hurts.",fear and worry
Took a long nap...I feel like I should still be asleep,joy and happiness
"took a math test today. The day before the test, the teacher says bring your calculator. Luke was confident. Teacher decided no calcs.",joy and happiness
Took a shift tomorrow.    I don't really feel like working right now.,sadness
"Took calculus exam today, I think that I did well. I messed up one derivative identity though  Well, I never miss that one again.",fear and worry
Took me 2 times to get over the wall. What killed me was the 150 lb dummy that you can't drag. 12  seconds over.,fear and worry
Took the dog to the off-leash park today. He overheated then ran and laid in the only mud puddle there and splashed around. Was amusing,joy and happiness
"Took yesterday off &amp; treated myself to an outfit &amp; shoes, I have not treated myself in a while, my mothers day gift to me",joy and happiness
toooo much outside killen my eyes,fear and worry
Tooth ache...but still sipping lol at the fam. Partyyyy,fear and worry
Top cashier at work today! woot woot! now off to have a drink...,joy and happiness
Top seed Johnson chases double delight at Tour Championship,joy and happiness
Toris was SO fun! JB MOVIE WAS ABSOLUTELY AMAZING! and i had a good day at work!  YAY i loved the movie! :0,joy and happiness
